DATE,GDP
1974-10-01,1599.6790000000000000
1975-01-01,1616.1160000000000000
1975-04-01,1651.8530000000000000
1975-07-01,1709.8200000000000000
1975-10-01,1761.8310000000000000
1976-01-01,1820.4870000000000000
1976-04-01,1852.3320000000000000
1976-07-01,1886.5580000000000000
1976-10-01,1934.2730000000000000
1977-01-01,1988.6480000000000000
1977-04-01,2055.9090000000000000
1977-07-01,2118.4730000000000000
1977-10-01,2164.2700000000000000
1978-01-01,2202.7600000000000000
1978-04-01,2331.6330000000000000
1978-07-01,2395.0530000000000000
1978-10-01,2476.9490000000000000
1979-01-01,2526.6100000000000000
1979-04-01,2591.2470000000000000
1979-07-01,2667.5650000000000000
1979-10-01,2723.8830000000000000
1980-01-01,2789.8420000000000000
1980-04-01,2797.3520000000000000
1980-07-01,2856.4830000000000000
1980-10-01,2985.5570000000000000
1981-01-01,3124.2060000000000000
1981-04-01,3162.5320000000000000
1981-07-01,3260.6090000000000000
1981-10-01,3280.8180000000000000
1982-01-01,3274.3020000000000000
1982-04-01,3331.9720000000000000
1982-07-01,3366.3220000000000000
1982-10-01,3402.5610000000000000
1983-01-01,3473.4130000000000000
1983-04-01,3578.8480000000000000
1983-07-01,3689.1790000000000000
1983-10-01,3794.7060000000000000
1984-01-01,3908.0540000000000000
1984-04-01,4009.6010000000000000
1984-07-01,4084.2500000000000000
1984-10-01,4148.5510000000000000
1985-01-01,4230.1680000000000000
1985-04-01,4294.8870000000000000
1985-07-01,4386.7730000000000000
1985-10-01,4444.0940000000000000
1986-01-01,4507.8940000000000000
1986-04-01,4545.3400000000000000
1986-07-01,4607.6690000000000000
1986-10-01,4657.6270000000000000
1987-01-01,4722.1560000000000000
1987-04-01,4806.1600000000000000
1987-07-01,4884.5550000000000000
1987-10-01,5007.9940000000000000
1988-01-01,5073.3720000000000000
1988-04-01,5190.0360000000000000
1988-07-01,5282.8350000000000000
1988-10-01,5399.5090000000000000
1989-01-01,5511.2530000000000000
1989-04-01,5612.4630000000000000
1989-07-01,5695.3650000000000000
1989-10-01,5747.2370000000000000
1990-01-01,5872.7010000000000000
1990-04-01,5960.0280000000000000
1990-07-01,6015.1160000000000000
1990-10-01,6004.7330000000000000
1991-01-01,6035.1780000000000000
1991-04-01,6126.8620000000000000
1991-07-01,6205.9370000000000000
1991-10-01,6264.5400000000000000
1992-01-01,6363.1020000000000000
1992-04-01,6470.7630000000000000
1992-07-01,6566.6410000000000000
1992-10-01,6680.8030000000000000
1993-01-01,6729.4590000000000000
1993-04-01,6808.9390000000000000
1993-07-01,6882.0980000000000000
1993-10-01,7013.7380000000000000
1994-01-01,7115.6520000000000000
1994-04-01,7246.9310000000000000
1994-07-01,7331.0750000000000000
1994-10-01,7455.2880000000000000
1995-01-01,7522.2890000000000000
1995-04-01,7580.9970000000000000
1995-07-01,7683.1250000000000000
1995-10-01,7772.5860000000000000
1996-01-01,7868.4680000000000000
1996-04-01,8032.8400000000000000
1996-07-01,8131.4080000000000000
1996-10-01,8259.7710000000000000
1997-01-01,8362.6550000000000000
1997-04-01,8518.8250000000000000
1997-07-01,8662.8230000000000000
1997-10-01,8765.9070000000000000
1998-01-01,8866.4800000000000000
1998-04-01,8969.6990000000000000
1998-07-01,9121.0970000000000000
1998-10-01,9293.9910000000000000
1999-01-01,9417.2640000000000000
1999-04-01,9524.1520000000000000
1999-07-01,9681.8560000000000000
1999-10-01,9899.3780000000000000
2000-01-01,10002.8570000000000000
2000-04-01,10247.6790000000000000
2000-07-01,10319.8250000000000000
2000-10-01,10439.0250000000000000
2001-01-01,10472.8790000000000000
2001-04-01,10597.8220000000000000
2001-07-01,10596.2940000000000000
2001-10-01,10660.2940000000000000
2002-01-01,10788.9520000000000000
2002-04-01,10893.2070000000000000
2002-07-01,10992.0510000000000000
2002-10-01,11071.4630000000000000
2003-01-01,11183.5070000000000000
2003-04-01,11312.8750000000000000
2003-07-01,11567.3260000000000000
2003-10-01,11769.2750000000000000
2004-01-01,11920.1690000000000000
2004-04-01,12108.9870000000000000
2004-07-01,12303.3400000000000000
2004-10-01,12522.4250000000000000
2005-01-01,12761.3370000000000000
2005-04-01,12910.0220000000000000
2005-07-01,13142.8730000000000000
2005-10-01,13332.3160000000000000
2006-01-01,13603.9330000000000000
2006-04-01,13749.8060000000000000
2006-07-01,13867.4690000000000000
2006-10-01,14037.2280000000000000
2007-01-01,14208.5690000000000000
2007-04-01,14382.3630000000000000
2007-07-01,14535.0030000000000000
2007-10-01,14681.5010000000000000
2008-01-01,14651.0390000000000000
2008-04-01,14805.6110000000000000
2008-07-01,14835.1870000000000000
2008-10-01,14559.5430000000000000
2009-01-01,14394.5470000000000000
2009-04-01,14352.8500000000000000
2009-07-01,14420.3120000000000000
2009-10-01,14628.0210000000000000
2010-01-01,14721.3500000000000000
2010-04-01,14926.0980000000000000
2010-07-01,15079.9170000000000000
2010-10-01,15240.8430000000000000
2011-01-01,15285.8280000000000000
2011-04-01,15496.1890000000000000
2011-07-01,15591.8500000000000000
2011-10-01,15796.4600000000000000
2012-01-01,16019.7580000000000000
2012-04-01,16152.2570000000000000
2012-07-01,16257.1510000000000000
2012-10-01,16358.8630000000000000
2013-01-01,16569.5910000000000000
2013-04-01,16637.9260000000000000
2013-07-01,16848.7480000000000000
2013-10-01,17083.1370000000000000
2014-01-01,17102.9320000000000000
2014-04-01,17425.7660000000000000
2014-07-01,17719.8360000000000000
2014-10-01,17838.4540000000000000
2015-01-01,17970.4220000000000000
2015-04-01,18221.2990000000000000
2015-07-01,18331.0930000000000000
2015-10-01,18354.3720000000000000
2016-01-01,18409.1300000000000000
2016-04-01,18640.7320000000000000
2016-07-01,18799.6480000000000000
2016-10-01,18979.2450000000000000
2017-01-01,19162.5500000000000000
2017-04-01,19359.1230000000000000
2017-07-01,19588.0740000000000000
2017-10-01,19831.8290000000000000
2018-01-01,20041.047000000000
2018-04-01,20411.924000000000
2018-07-01,20658.204000000000
2018-10-01,20865.140000000000
